variable,years,short_desc,long_desc,sources,category,plaintext_cite,bibtex_cite,plaintext_cite2,bibtex_cite2,plaintext_cite3,bibtex_cite3,plaintext_cite4,bibtex_cite4,plaintext_cite5,bibtex_cite5
nbills_minor_topic_1700,1973-2016,Number of bills: technology - general,"Number of bills: technology - general (minor topic 1700). Description: Includes issues related to general space, science, technology, and communications.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1701,1973-2016,Number of bills: technology - space,"Number of bills: technology - space (minor topic 1701). Description: Includes issues related to the government use of space and space resource exploitation agreements, government space programs and space exploration, military use of space.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1704,1973-2016,Number of bills: technology - commercial use of space,"Number of bills: technology - commercial use of space (minor topic 1704). Description: Includes issues related to the regulation and promotion of commerical use of space, commercial satellite technology, and government efforts to encourage commercial space development.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1705,1973-2016,Number of bills: technology - science transfer,Number of bills: technology - science transfer (minor topic 1705). Description: Includes issues related to science and technology transfer and international science cooperation.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1706,1973-2016,Number of bills: technology - telecommunications,"Number of bills: technology - telecommunications (minor topic 1706). Description: Includes issues related to telephone and telecommunication regulation, infrastructure for high speed internet, and other forms fo telecommunication.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1707,1973-2016,Number of bills: technology - broadcast,"Number of bills: technology - broadcast (minor topic 1707). Description: Includes issues related to the regulation of the newspaper, publishing, radio, and broadcast televsion industries.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1708,1973-2016,Number of bills: technology - weather forecasting,"Number of bills: technology - weather forecasting (minor topic 1708). Description: Includes issues related to weather forecasting, oceanography, geological surveys, and weather forecasting research and technology.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1709,1973-2016,Number of bills: technology - computers,"Number of bills: technology - computers (minor topic 1709). Description: Includes issues related generally to the computer industry, regulation of the internet, and computer security.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1798,1973-2016,Number of bills: technology - r&d,"Number of bills: technology - R&D (minor topic 1798). Description: Includes issues related to space, science, technology, and communication research and development not mentioned in other subtopics..","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1799,1973-2016,Number of bills: technology - other,"Number of bills: technology - other (minor topic 1799). Description: Includes issues related to other space, science, technology, and communication research and development.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1800,1973-2016,Number of bills: foreign trade - general,Number of bills: foreign trade - general (minor topic 1800). Description: Includes issues generally related to foreign trade and appropriations for government agencies generally regulating foreign trade.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1802,1973-2016,Number of bills: foreign trade - trade agreements,"Number of bills: foreign trade - trade agreements (minor topic 1802). Description: Includes issues related to trade negotiatons, disputes, and agreements, including tax treaties.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1803,1973-2016,Number of bills: foreign trade - exports,"Number of bills: foreign trade - exports (minor topic 1803). Description: Includes issues related to export regulation, subsidies, promotion, and control.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1804,1973-2016,Number of bills: foreign trade - private investments,Number of bills: foreign trade - private investments (minor topic 1804). Description: Includes issues related to international private business investment and corporate development.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1806,1973-2016,Number of bills: foreign trade - competitiveness,Number of bills: foreign trade - competitiveness (minor topic 1806). Description: Includes issues related to productivity of competitiveness of domestic businsses and balance of payments issues.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1807,1973-2016,Number of bills: foreign trade - tariffs & imports,"Number of bills: foreign trade - tariffs & imports (minor topic 1807). Description: Includes issues related to tariffs and other barriers to imports, import regulation and impact of imports on domestic industries.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1808,1973-2016,Number of bills: foreign trade - exchange rates,Number of bills: foreign trade - exchange rates (minor topic 1808). Description: Includes issues related to exchange rate and related issues.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1899,1973-2016,Number of bills: foreign trade - other,Number of bills: foreign trade - other (minor topic 1899). 	Description: Includes issues related to other foreign trade policy subtopics.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1900,1973-2016,Number of bills: international affairs - general,"Number of bills: international affairs - general (minor topic 1900). Description: Includes issues related to general international affairs and foreign aid, including appropriations for general government foreign affairs agencies.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1901,1973-2016,Number of bills: international affairs - foreign aid,Number of bills: international affairs - foreign aid (minor topic 1901). Description: Includes issues related to foreign aid not directly targeting at increasing international development.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1902,1973-2016,Number of bills: international affairs - resources exploitation,"Number of bills: international affairs - resources exploitation (minor topic 1902). Description: Includes issues related to international resources exploitation and resources agreements, law of the sea and international ocean conservation efforts.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1905,1973-2016,Number of bills: international affairs - developing countries,Number of bills: international affairs - developing countries (minor topic 1905). Description: Includes issues related specifically to developing countriesDeveloping Countries Issues (for Financial Issues see 1906).,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1906,1973-2016,Number of bills: international affairs - international finance,"Number of bills: international affairs - international finance (minor topic 1906). Description: Includes issues related to international finance and economic development, the World Bank and International Monetary Fund, regional development banks, sovereign debt and implications for international lending instututions.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1910,1973-2016,Number of bills: international affairs - Western Europe,Number of bills: international affairs - Western Europe (minor topic 1910). Description: Includes issues related to Western Europe and the European Union.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1921,1973-2016,Number of bills: international affairs - specific country,"Number of bills: international affairs - specific country (minor topic 1921). Description: Includes issues related specifically to a foreign country or region not codable using other codes, assessment of political issues in other countries, relations between individual countries.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1925,1973-2016,Number of bills: international affairs - human rights,"Number of bills: international affairs - human rights (minor topic 1925). Description: Includes issues related to human rights, human rights violations, human rights treaties and conventions, UN reports on human rights, crimes associated with genocide or crimes against humanitity.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1926,1973-2016,Number of bills: international affairs - organizations,"Number of bills: international affairs - organizations (minor topic 1926). Description: International organizations, NGOs, the United Nations, International Red Cross, UNESCO, International Olympic Committee, International Criminal Court.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1927,1973-2016,Number of bills: international affairs - terrorism,"Number of bills: international affairs - terrorism (minor topic 1927). Description: Includes issues related to international terrorism, hijacking, and acts of piracy in other countries, efforts to fight international terrorism, international legal mechanisms to combat terrorism.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1929,1973-2016,Number of bills: international affairs - diplomats,"Number of bills: international affairs - diplomats (minor topic 1929). Description: Includes issues related to diplomats, diplomacy, embassies, citizens abroad, foreign diplomats in the country, visas and passports.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_1999,1973-2016,Number of bills: international affairs - other,Number of bills: international affairs - other (minor topic 1999). Description: Includes issues related to other international affairs policy subtopics.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_200,1973-2016,Number of bills: civil rights - general,Number of bills: civil rights - general (minor topic 200). Description: Includes issues related generally to civil rights and minority rights.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2000,1973-2016,Number of bills: government operations - general,"Number of bills: government operations - general (minor topic 2000). Description: Includes issues related to general government operations, including appropriations for multiple government agencies.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2001,1973-2016,Number of bills: government operations - intergovernmental relations,"Number of bills: government operations - intergovernmental relations (minor topic 2001). Description: Includes issues related to intergovernmental relations, local government issues.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2002,1973-2016,Number of bills: government operations - bureaucracy,Number of bills: government operations - bureaucracy (minor topic 2002). Description: Includes issues related to general government efficiencies and bureaucratic oversight.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2003,1973-2016,Number of bills: government operations - postal service,"Number of bills: government operations - postal service (minor topic 2003). Description: Includes issues related to postal services, regulation of mail, and post civil service.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2004,1973-2016,Number of bills: government operations - employees,"Number of bills: government operations - employees (minor topic 2004). Description: Includes issues related to civil employees not mentioned in other subtopics, government pensions and general civil service issues.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2005,1973-2016,Number of bills: government operations - appointments,Number of bills: government operations - appointments (minor topic 2005). Description: Includes issues related to nomations and appointments not mentioned elsewhere.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2006,1973-2016,Number of bills: government operations - currency,"Number of bills: government operations - currency (minor topic 2006). Description: Includes issues related the currency, natonal mints, medals, and commemorative coins.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2007,1973-2016,Number of bills: government operations - procurement & contractors,"Number of bills: government operations - procurement & contractors (minor topic 2007). Description: Includes issues related to government procurement, government contractors, contractor and procurement fraud, and procurement processes and system.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2008,1973-2016,Number of bills: government operations - property management,"Number of bills: government operations - property management (minor topic 2008). Description: Includes issues related to government property management, construction, and regulation.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2009,1973-2016,Number of bills: government operations - tax administration,"Number of bills: government operations - tax administration (minor topic 2009). Description: Includes issues related to tax administration, enforcement, and auditing for both individuals and corporations.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_201,1973-2016,Number of bills: civil rights - minority discrimination,"Number of bills: civil rights - minority discrimination (minor topic 201). Description: Includes issues related to minority, ethnic, and racial group discrimination.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2010,1973-2016,Number of bills: government operations - scandals,Number of bills: government operations - scandals (minor topic 2010). Description: Includes issues related to public scandal and impeachment.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2011,1973-2016,Number of bills: government operations - branch relations,"Number of bills: government operations - branch relations (minor topic 2011). Description: Includes issues related to government branch relatons, administrative issues, and constitutional reforms.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2012,1973-2016,Number of bills: government operations - political campaigns,"Number of bills: government operations - political campaigns (minor topic 2012). Description: Includes issues related to the regulation of political campaigns, campaign finance, political advertising and voter registration.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2013,1973-2016,Number of bills: government operations - census & statistics,Number of bills: government operations - census & statistics (minor topic 2013). Description: Includes issues related to census and statistics collection by government,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2014,1973-2016,Number of bills: government operations - capital city,Number of bills: government operations - capital city (minor topic 2014). Description: Includes issues related to the capital city.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2015,1973-2016,Number of bills: government operations - claims against,"Number of bills: government operations - claims against (minor topic 2015). Description: Includes issues related to claims againt the government, compensation for the victims of terrorist attacks, compensation policies without other substantive provisions.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_202,1973-2016,Number of bills: civil rights - gender discrimination,"Number of bills: civil rights - gender discrimination (minor topic 202). Description: Includes issues related to sex, gender, and sexual orientation discrimination.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2030,1973-2016,Number of bills: government operations - national holidays,Number of bills: government operations - national holidays (minor topic 2030). 	Description: Includes issues related to national holidays and their observation.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_204,1973-2016,Number of bills: civil rights - age discrimination,"Number of bills: civil rights - age discrimination (minor topic 204). Description: Includes issues related to age discrimination, including mandatory retirement.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_205,1973-2016,Number of bills: civil rights - handicap discrimination,Number of bills: civil rights - handicap discrimination (minor topic 205). Description: Includes issues related to handcap and disease discrimination.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
