rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
11721,138650046,26_35,state,male,shopping,car,4_7,2.926118982,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11722,138650061,26_35,state,male,shopping,car,4_7,2.995827885,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11723,138650515,26_35,fdi,male,shopping,car,4_7,3.029281531,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11724,138650620,26_35,state,male,shopping,car,4_7,2.998161189,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11725,138650666,26_35,state,male,shopping,car,4_7,3.058858648,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11726,138650809,18_25,student,male,shopping,car,4_7,3.122281976,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11727,138650881,26_35,student,male,shopping,car,4_7,3.078009051,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11728,138650979,56_75,state,male,shopping,car,4_7,3.002584986,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11729,138651058,26_35,state,male,shopping,car,4_7,2.951816733,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11730,138651244,26_35,state,male,shopping,car,4_7,3.103570339,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11731,138651649,26_35,state,male,shopping,car,4_7,3.067961736,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11732,138651772,26_35,state,male,shopping,car,4_7,3.041393588,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11733,138651816,26_35,state,male,shopping,car,4_7,3.004370871,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11734,138651840,26_35,state,male,shopping,car,4_7,3.023670758,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11735,138651865,26_35,student,male,shopping,car,4_7,3.009667562,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11736,138653793,less_18,student,female,education,ebike,8_10,1.097531066,10,convinient timesaving other,1,2,1,1,good,good,good,good,good,neutral,disagree
11737,138653796,26_35,state,male,shopping,car,4_7,1.843472055,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11738,138653856,26_35,state,male,shopping,car,4_7,1.866095966,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11739,138653889,36_55,fdi,male,shopping,car,4_7,1.883941229,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11740,138653951,26_35,state,male,shopping,car,4_7,1.894847043,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11741,138654021,36_55,fdi,male,shopping,car,4_7,1.872609331,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11742,138654068,36_55,fdi,male,shopping,car,4_7,1.91018423,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11743,138654180,36_55,fdi,male,shopping,car,4_7,1.915563074,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11744,138654251,26_35,student,male,shopping,car,4_7,1.923872085,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11745,138654282,26_35,student,male,shopping,car,4_7,1.918625956,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11746,138654317,36_55,fdi,male,shopping,car,4_7,1.923079242,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11747,138654343,less_18,student,female,education,ebike,4_7,1.014270374,12,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11748,138654358,56_75,student,male,shopping,car,4_7,1.940387501,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11749,138654406,36_55,state,male,shopping,car,4_7,1.921515128,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11750,138654437,56_75,student,male,shopping,car,4_7,1.81953402,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11751,138654503,36_55,state,male,shopping,car,4_7,1.936010027,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11752,138654576,26_35,fdi,male,shopping,car,4_7,1.870051069,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11753,138654646,36_55,state,male,shopping,car,4_7,1.976110641,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11754,138654712,36_55,fdi,male,shopping,car,4_7,1.913763826,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11755,138654760,56_75,student,male,shopping,car,4_7,1.963680663,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11756,138654795,26_35,fdi,male,shopping,car,4_7,1.811476766,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11757,138654839,36_55,fdi,male,shopping,car,4_7,1.965723595,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11758,138654870,56_75,retired,male,shopping,car,4_7,1.966119375,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11759,138654907,26_35,state,male,shopping,car,4_7,1.853561183,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11760,138654936,26_35,student,male,shopping,car,4_7,1.80338234,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11761,138654978,26_35,student,male,shopping,car,4_7,1.978631065,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11762,138655002,less_18,student,female,education,ebike,4_7,1.532607222,15,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11763,138655076,26_35,student,male,shopping,car,4_7,2.021027989,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11764,138655134,26_35,state,male,shopping,car,4_7,1.973148401,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11765,138655872,26_35,fdi,male,shopping,car,4_7,1.6159585,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11766,138655916,26_35,fdi,male,shopping,car,4_7,1.615380903,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11767,138655952,36_55,student,male,shopping,car,4_7,1.640503735,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11768,138655973,36_55,fdi,male,shopping,car,4_7,1.646981607,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11769,138656001,56_75,fdi,male,shopping,car,4_7,1.679928724,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11770,138656018,26_35,state,male,shopping,car,4_7,1.714146737,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11771,138656039,36_55,fdi,male,shopping,car,4_7,1.753548728,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11772,138656065,36_55,state,male,shopping,car,4_7,1.659853542,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11773,138656108,36_55,private,male,shopping,car,4_7,1.69606629,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11774,138656145,18_25,private,male,shopping,car,4_7,1.712784389,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11775,138656164,56_75,fdi,male,shopping,car,4_7,1.751154044,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11776,138656200,36_55,private,male,shopping,car,4_7,1.747676921,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11777,138656219,26_35,state,male,shopping,car,4_7,1.777622433,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11778,138656258,26_35,retired,male,shopping,car,4_7,1.755893931,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11779,138656299,26_35,fdi,male,shopping,car,4_7,1.661771789,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11780,138656333,26_35,state,male,shopping,car,4_7,1.671174016,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11781,138656380,36_55,student,male,shopping,car,4_7,1.718275521,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11782,138656412,36_55,fdi,male,shopping,car,4_7,1.757153756,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11783,138656434,36_55,state,male,shopping,car,4_7,1.7658382,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11784,138656465,26_35,student,male,shopping,car,4_7,1.801253338,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11785,138656504,26_35,private,male,shopping,car,4_7,1.816764831,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11786,138656551,56_75,student,male,shopping,car,4_7,1.711075932,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11787,138656638,36_55,student,male,shopping,car,4_7,1.750054054,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11788,138656722,26_35,student,male,shopping,car,4_7,1.665840995,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11789,138656753,26_35,fdi,male,shopping,car,4_7,1.627016997,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11790,138656779,36_55,student,male,shopping,car,4_7,1.682942074,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,agree
11791,138657959,18_25,student,male,shopping,car,4_7,1.713866679,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11792,138658078,36_55,student,male,shopping,car,4_7,1.553407865,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11793,138658175,36_55,student,male,shopping,car,4_7,1.581444765,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11794,138658217,26_35,fdi,male,shopping,car,4_7,1.59735883,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11795,138658274,56_75,fdi,male,shopping,car,4_7,1.617750876,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11796,138659027,less_18,student,female,education,ebike,4_7,1.06837016,13,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11797,138659241,36_55,fdi,male,shopping,car,4_7,1.627265244,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11798,138659551,26_35,student,male,shopping,car,4_7,1.569605564,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11799,138659576,36_55,student,male,shopping,car,4_7,1.590384951,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11800,138659636,36_55,student,male,shopping,car,4_7,1.621246333,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11801,138659727,18_25,state,male,shopping,car,4_7,1.641632377,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11802,138659906,less_18,student,female,education,ebike,4_7,1.844203511,15,cost convinient timesaving other,1,2,1,1,good,good,good,good,good,neutral,disagree
11803,138659982,36_55,fdi,male,shopping,car,4_7,1.656007814,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11804,138660018,18_25,student,male,shopping,car,4_7,1.662371092,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11805,138660118,36_55,student,male,shopping,car,4_7,1.592533258,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11806,138660717,26_35,state,male,shopping,car,4_7,1.624627387,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11807,138661507,36_55,student,male,shopping,car,4_7,1.656470184,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11808,138661579,less_18,student,female,education,ebike,4_7,0.936273133,16,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11809,138661764,56_75,student,male,shopping,car,4_7,1.664455577,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11810,138661807,36_55,fdi,male,shopping,car,4_7,1.689128543,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11811,138661854,36_55,state,male,shopping,car,4_7,1.670599551,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11812,138661903,18_25,student,male,shopping,car,4_7,1.720826138,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11813,138662024,36_55,state,male,shopping,car,4_7,1.721431036,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11814,138662147,18_25,state,male,shopping,car,4_7,1.663983506,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11815,138662192,26_35,fdi,male,shopping,car,4_7,1.630998701,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11816,138662244,18_25,student,male,shopping,car,4_7,1.592991386,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11817,138662329,36_55,student,male,shopping,car,4_7,1.601614381,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11818,138662355,56_75,student,male,shopping,car,4_7,1.596135514,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11819,138662376,18_25,fdi,male,shopping,car,4_7,1.634679096,30,cost convinient other,2,1,0,0,verygood,good,neutral,neutral,good,verygood,neutral
11820,138663568,less_18,student,female,education,ebike,8_10,3.312473978,20,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11821,138665510,less_18,student,female,education,ebike,8_10,0.598190125,12,convinient timesaving,1,2,1,1,good,good,good,good,good,neutral,disagree
11822,138666260,less_18,student,female,education,ebike,4_7,2.041743893,15,timesaving other,1,2,1,1,good,good,good,good,good,neutral,disagree
11823,138666555,less_18,student,female,education,ebike,4_7,1.494097541,15,convinient timesaving other,1,2,1,1,good,good,good,good,good,neutral,disagree
11824,138732476,18_25,state,male,work,car,4_7,1.569596056,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11825,138732481,18_25,student,male,work,car,4_7,1.544643641,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11826,138732483,26_35,fdi,male,work,car,4_7,1.525150198,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11827,138732484,56_75,fdi,male,work,car,4_7,1.500058677,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11828,138732487,36_55,fdi,male,work,car,4_7,1.589553029,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11829,138732491,36_55,fdi,male,work,car,4_7,1.564559809,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11830,138732494,18_25,fdi,male,work,car,4_7,1.547316045,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11831,138732500,36_55,fdi,male,work,car,4_7,1.514500609,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11832,138732502,26_35,fdi,male,work,car,4_7,1.580406058,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11833,138732512,26_35,fdi,male,work,car,4_7,1.551017048,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11834,138732516,36_55,student,male,work,car,4_7,1.523155782,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11835,138732517,36_55,fdi,male,work,car,4_7,1.493018329,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11836,138732519,18_25,state,male,work,car,4_7,1.564658436,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11837,138732521,36_55,private,male,work,car,4_7,1.565936969,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11838,138732525,36_55,fdi,male,work,car,4_7,1.517144864,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11839,138732527,36_55,fdi,male,work,car,4_7,1.557989764,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11840,138732528,26_35,fdi,male,work,car,4_7,1.539818989,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11841,138732529,36_55,student,male,work,car,4_7,1.521316913,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11842,138732531,36_55,student,male,work,car,4_7,1.4974166,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11843,138732534,36_55,state,male,work,car,4_7,1.484447701,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11844,138732535,36_55,fdi,male,work,car,4_7,1.508236451,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11845,138732539,18_25,fdi,male,work,car,4_7,1.536243236,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11846,138732545,36_55,fdi,male,work,car,4_7,1.522385218,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11847,138732547,18_25,state,male,work,car,4_7,1.519477839,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11848,138732549,36_55,student,male,work,car,4_7,1.555728186,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11849,138732556,18_25,state,male,work,car,4_7,1.484655243,19,convinient,1,2,1,0,good,good,good,good,verygood,neutral,agree
11850,138732622,18_25,state,male,work,car,4_7,2.576896639,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11851,138732624,26_35,fdi,male,work,car,4_7,2.569406897,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11852,138732627,26_35,state,male,work,car,4_7,2.550699947,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11853,138732629,36_55,fdi,male,work,car,4_7,2.567447862,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11854,138732635,36_55,fdi,male,work,car,4_7,2.5541444,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11855,138732665,18_25,fdi,male,work,car,4_7,2.586322993,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11856,138732669,26_35,state,male,work,car,4_7,2.576203223,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11857,138732672,36_55,fdi,male,work,car,4_7,2.543331089,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11858,138732678,26_35,fdi,male,work,car,4_7,2.536821543,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11859,138732681,26_35,student,male,work,car,4_7,2.525227347,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11860,138732688,36_55,state,male,work,car,4_7,2.540203802,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11861,138732694,36_55,fdi,male,work,car,4_7,2.530975073,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11862,138732696,18_25,student,male,work,car,4_7,2.523515853,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11863,138732699,36_55,fdi,male,work,car,4_7,2.519912043,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11864,138732703,36_55,fdi,male,work,car,4_7,2.503952651,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11865,138732704,26_35,state,male,work,car,4_7,2.513851934,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11866,138732708,18_25,state,male,work,car,4_7,2.502973155,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11867,138732711,36_55,fdi,male,work,car,4_7,2.494045722,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11868,138732713,36_55,fdi,male,work,car,4_7,2.475473584,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11869,138732719,26_35,fdi,male,work,car,4_7,2.500367122,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11870,138732723,36_55,state,male,work,car,4_7,2.490255804,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11871,138732726,36_55,fdi,female,work,car,4_7,2.465924524,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11872,138732730,18_25,student,male,work,car,4_7,2.46128401,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11873,138732735,26_35,student,male,work,car,4_7,2.45520103,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11874,138732738,26_35,fdi,male,work,car,4_7,2.515172936,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11875,138732740,26_35,state,male,work,car,4_7,2.507886894,19,convinient,1,2,1,0,good,verygood,good,good,verygood,neutral,agree
11876,138732769,18_25,state,male,work,car,4_7,3.031885925,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11877,138732772,26_35,state,male,work,car,4_7,3.010431603,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11878,138732774,26_35,fdi,male,work,car,4_7,2.992003482,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11879,138732779,36_55,fdi,male,work,car,4_7,2.978496224,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11880,138732785,36_55,fdi,male,work,car,4_7,2.965841028,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11881,138732787,26_35,fdi,male,work,car,4_7,2.947686867,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11882,138732807,26_35,fdi,male,work,car,4_7,2.947883205,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11883,138732808,26_35,fdi,male,work,car,4_7,2.928285659,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11884,138732813,26_35,fdi,male,work,car,4_7,2.917369669,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11885,138732817,36_55,student,male,work,car,4_7,2.89837596,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11886,138732819,26_35,fdi,male,work,car,4_7,2.887405065,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11887,138732822,36_55,fdi,male,work,car,4_7,2.871381909,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11888,138732825,36_55,fdi,male,work,car,4_7,2.860958878,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11889,138732827,26_35,student,male,work,car,4_7,2.862577579,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11890,138732835,36_55,private,male,work,car,4_7,3.013604679,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11891,138732860,36_55,fdi,male,work,car,4_7,2.988925267,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11892,138732863,26_35,fdi,male,work,car,4_7,2.960899207,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11893,138732866,36_55,state,male,work,car,4_7,2.959738195,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11894,138732873,36_55,fdi,male,work,car,4_7,2.94608224,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11895,138732876,26_35,fdi,male,work,car,4_7,2.930570386,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11896,138732880,36_55,fdi,male,work,car,4_7,2.915774734,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11897,138732884,26_35,fdi,male,work,car,4_7,2.899343479,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11898,138732888,56_75,retired,male,work,car,4_7,2.889486246,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11899,138732889,36_55,fdi,male,work,car,4_7,2.878095921,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11900,138732891,36_55,fdi,male,work,car,4_7,2.86318521,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11901,138732895,36_55,student,male,work,car,4_7,2.98982944,22,convinient,0,2,1,0,neutral,verygood,good,neutral,verygood,neutral,agree
11902,138732921,26_35,state,male,work,car,4_7,2.98415677,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11903,138732925,36_55,fdi,male,work,car,4_7,2.963303841,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11904,138732943,26_35,fdi,male,work,car,4_7,2.951192275,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11905,138732949,26_35,fdi,male,work,car,4_7,2.94048574,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11906,138732967,36_55,fdi,male,work,car,4_7,2.9353691,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11907,138732986,36_55,fdi,male,work,car,4_7,2.96356609,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11908,138732995,36_55,fdi,male,work,car,4_7,2.948298043,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11909,138733005,26_35,fdi,male,work,car,4_7,2.931694223,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11910,138733008,26_35,fdi,male,work,car,4_7,2.936954665,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11911,138733011,26_35,fdi,male,work,car,4_7,2.918959726,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11912,138733015,36_55,fdi,male,work,car,4_7,2.901044898,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11913,138733020,26_35,fdi,male,work,car,4_7,2.889086143,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11914,138733025,36_55,fdi,male,work,car,4_7,2.89210364,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11915,138733027,26_35,state,male,work,car,4_7,2.88442016,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11916,138733029,26_35,state,male,work,car,4_7,2.878683812,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11917,138733031,36_55,fdi,male,work,car,4_7,2.861455527,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11918,138733032,36_55,state,male,work,car,4_7,2.852350655,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11919,138733036,36_55,student,male,work,car,4_7,2.846042587,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11920,138733051,18_25,fdi,male,work,car,4_7,2.841179249,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11921,138733217,18_25,student,male,work,car,4_7,2.807267164,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
